rank,category,racename,race_id,rider_name,rider_id,points,jpp,date,ploegleider
1,2.1s,"Vuelta a Asturias, Stage 1 : Oviedo - Pola de Lena (prov.)",41290,HOWSON Damien,18239,0.2,0,niet verkocht
1,2.WT1s,"Tour de Romandie, Stage 2 : Morteau - La Chaux-de-Fonds (prov.)",41257,HAYTER Ethan,27025,1,0,Jan
1,2.WT1s,"Tour de Romandie, Stage 1 : Crissier - Vallée de Joux (prov.)",41256,VERNON Ethan,30035,1,0,Arjan
1,2.WT1s,"Tour de Romandie, Prologue : Le Bouveret I.T.T. (prov.)",41255,CERNY Josef,19783,1,0,niet verkocht
1,1.WT1,Liège - Bastogne - Liège,41183,EVENEPOEL Remco,28377,15,50,Roy
2,1.WT1,Liège - Bastogne - Liège,41183,PIDCOCK Thomas,27708,3,35,Albert
3,1.WT1,Liège - Bastogne - Liège,41183,BUITRAGO SANCHEZ Santiago,29699,2,25,Jan
4,1.WT1,Liège - Bastogne - Liège,41183,HEALY Ben,28846,1,20,niet verkocht
5,1.WT1,Liège - Bastogne - Liège,41183,MADOUAS Valentin,24758,0.5,18,PB
6,1.WT1,Liège - Bastogne - Liège,41183,MARTIN Guillaume,19994,0,16,Jan
7,1.WT1,Liège - Bastogne - Liège,41183,BENOOT Tiesj,21244,0,14,Paul
8,1.WT1,Liège - Bastogne - Liège,41183,KONRAD Patrick,16058,0,12,Albert
9,1.WT1,Liège - Bastogne - Liège,41183,SKJELMOSE JENSEN Mattias,30166,0,10,Kaspar
10,1.WT1,Liège - Bastogne - Liège,41183,HIRSCHI Marc,26509,0,8,Bram
1,CC2,Pan-American Championships (Panama) R.R.,41301,COTE Pier-André,26176,1,0,niet verkocht
2,CC2,Pan-American Championships (Panama) R.R.,41301,TIVANI PEREZ German Nicolas,22472,0.0,0,niet verkocht
3,CC2,Pan-American Championships (Panama) R.R.,41301,CHRETIEN Charles-Etienne,27729,0.0,0,niet verkocht
4,CC2,Pan-American Championships (Panama) R.R.,41301,FAGUNDEZ LIMA Eric Antonio,28445,0.0,0,niet verkocht
5,CC2,Pan-American Championships (Panama) R.R.,41301,GUAMA DE LA CRUZ Bayron Patricio,5717,0.0,0,niet verkocht
6,CC2,Pan-American Championships (Panama) R.R.,41301,SESSLER Nicolas Mariotto,26198,0.0,0,niet verkocht
7,CC2,Pan-American Championships (Panama) R.R.,41301,BONILLA QUIROS Daniel Andres,23672,0.0,0,niet verkocht
8,CC2,Pan-American Championships (Panama) R.R.,41301,MONTERROSO MONTERROSO Dorian Javier,20143,0.0,0,niet verkocht
9,CC2,Pan-American Championships (Panama) R.R.,41301,ROSA Cristian Egidio,10614,0.0,0,niet verkocht
10,CC2,Pan-American Championships (Panama) R.R.,41301,PADILLA MIRANDA Julio Estuardo,19938,0.0,0,niet verkocht
1,2.PS,"Tour of the Alps, General classification",41239,GEOGHEGAN HART Tao,22018,4,50,Paul
2,2.PS,"Tour of the Alps, General classification",41239,CARTHY Hugh,21014,1,35,Bram
3,2.PS,"Tour of the Alps, General classification",41239,HAIG Jack,21212,0.5,25,Paul
4,2.PS,"Tour of the Alps, General classification",41239,CEPEDA ORTIZ Jefferson Alexander,26775,0,20,niet verkocht
5,2.PS,"Tour of the Alps, General classification",41239,FORTUNATO Lorenzo,25552,0,18,niet verkocht
6,2.PS,"Tour of the Alps, General classification",41239,KÄMNA Lennard,23427,0,16,Jan
7,2.PS,"Tour of the Alps, General classification",41239,SIVAKOV Pavel,24934,0,14,Paul
8,2.PS,"Tour of the Alps, General classification",41239,BUITRAGO SANCHEZ Santiago,29699,0,12,Jan
9,2.PS,"Tour of the Alps, General classification",41239,GALL Felix,26383,0,10,niet verkocht
10,2.PS,"Tour of the Alps, General classification",41239,TRAEEN Torstein,24068,0,8,niet verkocht
1,2.PSs,"Tour of the Alps, Stage 5 : Cavalese - Brunico",41238,CARR Simon,30010,0.3,0,niet verkocht
1,2.PSs,"Tour of the Alps, Stage 4 : Rovereto - Predazzo",41237,MÜHLBERGER Gregor,21128,0.3,0,niet verkocht
1,1.WT2,Flèche Wallonne,41181,POGACAR Tadej,26526,10,50,Kees
2,1.WT2,Flèche Wallonne,41181,SKJELMOSE JENSEN Mattias,30166,3,35,Kaspar
3,1.WT2,Flèche Wallonne,41181,LANDA MEANA Mikel,14319,1,25,Harry
4,1.WT2,Flèche Wallonne,41181,WOODS Michael,20257,0.5,20,Albert
5,1.WT2,Flèche Wallonne,41181,CICCONE Giulio,21812,0.2,18,Nicky
6,1.WT2,Flèche Wallonne,41181,LAFAY Victor,26197,0,16,Jan
7,1.WT2,Flèche Wallonne,41181,BENOOT Tiesj,21244,0,14,Paul
8,1.WT2,Flèche Wallonne,41181,VAN GILS Maxim,28521,0,12,niet verkocht
9,1.WT2,Flèche Wallonne,41181,BARDET Romain,13566,0,10,Jan
10,1.WT2,Flèche Wallonne,41181,BARGUIL Warren,17627,0,8,Nicky
1,2.PSs,"Tour of the Alps, Stage 3 : Ritten - Brentonico San Valentino",41236,KÄMNA Lennard,23427,0.3,0,Jan
1,CCT2,Pan-American Championships (Panama) I.T.T.,41302,VARGAS ALZATE Walter Alejandro,23536,0.5,0,niet verkocht
1,2.PSs,"Tour of the Alps, Stage 2 : Reith im Alpbachtal - Ritten",41235,GEOGHEGAN HART Tao,22018,0.3,0,Paul
1,2.PSs,"Tour of the Alps, Stage 1 : Rattenberg - Alpbach",41234,GEOGHEGAN HART Tao,22018,0.3,0,Paul
1,NCT5,National Championships Zimbabwe (Bulawayo) I.T.T. (prov.),41454,SIBANDA Mthokozisi,23094,0.5,0,niet verkocht
1,1.WT1,Amstel Gold Race,41179,POGACAR Tadej,26526,15,50,Kees
2,1.WT1,Amstel Gold Race,41179,HEALY Ben,28846,3,35,niet verkocht
3,1.WT1,Amstel Gold Race,41179,PIDCOCK Thomas,27708,2,25,Albert
4,1.WT1,Amstel Gold Race,41179,KRON Andreas Lorentz,26420,1,20,Paul
5,1.WT1,Amstel Gold Race,41179,LUTSENKO Alexey,18455,0.5,18,Vel
6,1.WT1,Amstel Gold Race,41179,BAGIOLI Andrea,28452,0,16,Albert
7,1.WT1,Amstel Gold Race,41179,VAN GILS Maxim,28521,0,14,niet verkocht
8,1.WT1,Amstel Gold Race,41179,SKJELMOSE JENSEN Mattias,30166,0,12,Kaspar
9,1.WT1,Amstel Gold Race,41179,KAMP Alexander,19391,0,10,niet verkocht
10,1.WT1,Amstel Gold Race,41179,ZINGLE Axel,31263,0,8,Paul
1,1.1,Giro di Reggio Calabria,41448,RESTREPO VALENCIA Jhonatan,24720,2,0,niet verkocht
2,1.1,Giro di Reggio Calabria,41448,TIVANI PEREZ German Nicolas,22472,0.3,0,niet verkocht
3,1.1,Giro di Reggio Calabria,41448,MAESTRI Mirco,20073,0.1,0,niet verkocht
1,1.1,Tour du Doubs,41180,HERRADA LOPEZ Jesus,17534,2,0,Paul
2,1.1,Tour du Doubs,41180,PINOT Thibaut,13080,0.3,0,Nicky
3,1.1,Tour du Doubs,41180,PETERS Nans,22703,0.1,0,niet verkocht
1,1.1,Tour du Jura,41177,VAUQUELIN Kévin,31264,2,0,Albert
2,1.1,Tour du Jura,41177,PINOT Thibaut,13080,0.3,0,Nicky
3,1.1,Tour du Jura,41177,MARTIN Guillaume,19994,0.1,0,Jan
1,2.1,"Giro di Sicilia , General classification",41227,LUTSENKO Alexey,18455,2,0,Vel
2,2.1,"Giro di Sicilia , General classification",41227,MEINTJES Louis,18413,0.3,0,Wijnand
3,2.1,"Giro di Sicilia , General classification",41227,ALBANESE Vincenzo,24139,0.1,0,Harry
1,1.1,Classic Grand Besançon Doubs,41176,LAFAY Victor,26197,2,0,Jan
2,1.1,Classic Grand Besançon Doubs,41176,MARTINEZ Lenny,32721,0.3,0,Kees
3,1.1,Classic Grand Besançon Doubs,41176,ADRIA OLIVERAS Roger,27469,0.1,0,niet verkocht
1,2.1s,"Giro di Sicilia , Stage 4 : Barcellona Pozzo di Gotto - Giarre",41226,LUTSENKO Alexey,18455,0.2,0,Vel
1,2.1s,"Giro di Sicilia , Stage 3 : Enna - Termini Imerse",41225,SUTER Joël,27256,0.2,0,niet verkocht
1,1.PS,Brabantse Pijl,41175,GODON Dorian,25704,4,50,niet verkocht
2,1.PS,Brabantse Pijl,41175,HEALY Ben,28846,1,35,niet verkocht
3,1.PS,Brabantse Pijl,41175,COSNEFROY Benoît,24189,0.5,25,PB
4,1.PS,Brabantse Pijl,41175,CAVAGNA Rémi,22910,0,20,Harry
5,1.PS,Brabantse Pijl,41175,ZINGLE Axel,31263,0,18,Paul
6,1.PS,Brabantse Pijl,41175,KAMP Alexander,19391,0,16,niet verkocht
7,1.PS,Brabantse Pijl,41175,DE LIE Arnaud,32221,0,14,Wijnand
8,1.PS,Brabantse Pijl,41175,BAGIOLI Andrea,28452,0,12,Albert
9,1.PS,Brabantse Pijl,41175,SKUJINS Toms,16739,0,10,Kees
10,1.PS,Brabantse Pijl,41175,HEIDUK Kim,29436,0,8,Albert
1,2.1s,"Giro di Sicilia , Stage 2 : Canicatti - Vittoria",41224,BONIFAZIO Niccolo,20102,0.2,0,niet verkocht
1,1.1,Paris - Camembert,41174,FERRON Valentin,28375,2,0,niet verkocht
2,1.1,Paris - Camembert,41174,COSTIOU Ewen,32834,0.3,0,niet verkocht
3,1.1,Paris - Camembert,41174,DVERSNES Fredrik,28553,0.1,0,niet verkocht
1,2.1s,"Giro di Sicilia , Stage 1 : Marsala - Agrigento",41223,FISHER-BLACK Finn,30562,0.2,0,Jan
1,1.WT1,Paris - Roubaix,41173,VAN DER POEL Mathieu,21971,15,50,Vel
2,1.WT1,Paris - Roubaix,41173,PHILIPSEN Jasper,26392,3,35,Nicky
3,1.WT1,Paris - Roubaix,41173,VAN AERT Wout,20730,2,25,Frank
4,1.WT1,Paris - Roubaix,41173,PEDERSEN Mads,21992,1,20,Harry
5,1.WT1,Paris - Roubaix,41173,KÜNG Stefan,20960,0.5,18,PB
6,1.WT1,Paris - Roubaix,41173,GANNA Filippo,24057,0,16,Jan
7,1.WT1,Paris - Roubaix,41173,DEGENKOLB John,9851,0,14,Kaspar
8,1.WT1,Paris - Roubaix,41173,WALSCHEID Maximilian,19646,0,12,PB
9,1.WT1,Paris - Roubaix,41173,REX Laurenz,28442,0,10,niet verkocht
10,1.WT1,Paris - Roubaix,41173,LAPORTE Christophe,19953,0,8,Kaspar
1,2.WT1,"Itzulia Basque Country, General classification",41210,VINGEGAARD RASMUSSEN Jonas,25740,10,50,Arjan
2,2.WT1,"Itzulia Basque Country, General classification",41210,LANDA MEANA Mikel,14319,3,35,Harry
3,2.WT1,"Itzulia Basque Country, General classification",41210,IZAGIRRE INSAUSTI Ion,14321,1,25,Harry
4,2.WT1,"Itzulia Basque Country, General classification",41210,GAUDU David,24255,0.5,20,Nicky
5,2.WT1,"Itzulia Basque Country, General classification",41210,MAS NICOLAU Enric,22794,0.2,18,PB
6,2.WT1,"Itzulia Basque Country, General classification",41210,HIGUITA GARCIA Sergio Andres,25026,0,16,Kaspar
7,2.WT1,"Itzulia Basque Country, General classification",41210,MCNULTY Brandon,26508,0,14,Kees
8,2.WT1,"Itzulia Basque Country, General classification",41210,KNOX James,23403,0,12,niet verkocht
9,2.WT1,"Itzulia Basque Country, General classification",41210,YATES Simon,17893,0,10,PB
10,2.WT1,"Itzulia Basque Country, General classification",41210,GALL Felix,26383,0,8,niet verkocht
1,2.WT1s,"Itzulia Basque Country, Stage 6 : Eibar - Eibar",41209,VINGEGAARD RASMUSSEN Jonas,25740,1,0,Arjan
1,2.WT2r,"Itzulia Basque Country, Mountains classification",41212,BARRENETXEA GOLZARRI Jon,31685,0.0,0,niet verkocht
1,2.WT2r,"Itzulia Basque Country, Points classification",41211,VINGEGAARD RASMUSSEN Jonas,25740,0.0,0,Arjan
1,2.WT1s,"Itzulia Basque Country, Stage 5 : Amorebieta - Amorebieta",41208,HIGUITA GARCIA Sergio Andres,25026,1,0,Kaspar
1,2.1,"Région Pays de la Loire Tour, General classification",41217,KAMP Alexander,19391,2,0,niet verkocht
2,2.1,"Région Pays de la Loire Tour, General classification",41217,DVERSNES Fredrik,28553,0.3,0,niet verkocht
3,2.1,"Région Pays de la Loire Tour, General classification",41217,FERRON Valentin,28375,0.1,0,niet verkocht
1,2.1s,"Région Pays de la Loire Tour, Stage 4 : Sablé-sur-Sarthe - Le Mans",41216,DVERSNES Fredrik,28553,0.2,0,niet verkocht
1,2.WT1s,"Itzulia Basque Country, Stage 4 : Santurizi - Santurizi",41207,VINGEGAARD RASMUSSEN Jonas,25740,1,0,Arjan
1,2.1,"Tour of Thailand, General classification",41203,BATSAIKHAN Tegshbayar,27699,2,0,niet verkocht
2,2.1,"Tour of Thailand, General classification",41203,SAINBAYAR Jambaljamts,24289,0.3,0,niet verkocht
3,2.1,"Tour of Thailand, General classification",41203,KOISHI Yuma,21852,0.1,0,niet verkocht
1,2.1s,"Région Pays de la Loire Tour, Stage 3 : Baugé-en-Anjou - Mayenne",41215,COQUARD Bryan,18714,0.2,0,Jan
1,2.1s,"Tour of Thailand, Stage 6 : Chanthaburi - Rayong",41202,SIRIRONNACHAI Sarawut,18945,0.2,0,niet verkocht
1,2.WT1s,"Itzulia Basque Country, Stage 3 : Errenteria - Villabona",41206,VINGEGAARD RASMUSSEN Jonas,25740,1,0,Arjan
1,1.PS,Scheldeprijs,41172,PHILIPSEN Jasper,26392,4,50,Nicky
2,1.PS,Scheldeprijs,41172,WELSFORD Samuel,23517,1,35,PB
3,1.PS,Scheldeprijs,41172,CAVENDISH Mark,3448,0.5,25,Kaspar
4,1.PS,Scheldeprijs,41172,GROENEWEGEN Dylan,19238,0,20,Frank
5,1.PS,Scheldeprijs,41172,THIJSSEN Gerben,27085,0,18,Albert
6,1.PS,Scheldeprijs,41172,THEUNS Edward,16697,0,16,Harry
7,1.PS,Scheldeprijs,41172,EWAN Caleb,19651,0,14,Paul
8,1.PS,Scheldeprijs,41172,WALSCHEID Maximilian,19646,0,12,PB
9,1.PS,Scheldeprijs,41172,EINHORN Itamar,27315,0,10,niet verkocht
10,1.PS,Scheldeprijs,41172,NIZZOLO Giacomo,13863,0,8,PB
1,2.1s,"Région Pays de la Loire Tour, Stage 2 : Clisson - Le Lion-dAngers",41214,BLIKRA Erlend Jordbrekk,25761,0.2,0,niet verkocht
1,2.1s,"Tour of Thailand, Stage 5 : Aranyaprathet - Chanthaburi",41201,JANG Kyung-gu,12885,0.2,0,niet verkocht
1,2.WT1s,"Itzulia Basque Country, Stage 2 : Viana - Leitza (prov.)",41205,SCHELLING Ide,26301,1,0,Harry
1,2.1s,"Région Pays de la Loire Tour, Stage 1 : Saint-Nazaire - Saint-Gilles-Croix-de-Vie",41213,COQUARD Bryan,18714,0.2,0,Jan
1,2.1s,"Tour of Thailand, Stage 4 : Khao Yai - Aranyaprathet",41200,KUSUMA Terry,33545,0.2,0,niet verkocht
1,2.WT1s,"Itzulia Basque Country, Stage 1 : Vitoria - Labastida (prov.)",41204,HAYTER Ethan,27025,1,0,Jan
1,2.1s,"Tour of Thailand, Stage 3 : Phra Nakhon Sri Ayutthaya - Khao Yai",41199,KUZMIN Anton,24277,0.2,0,niet verkocht
1,1.WT1,Ronde van Vlaanderen,41171,POGACAR Tadej,26526,15,50,Kees
2,1.WT1,Ronde van Vlaanderen,41171,VAN DER POEL Mathieu,21971,3,35,Vel
3,1.WT1,Ronde van Vlaanderen,41171,PEDERSEN Mads,21992,2,25,Harry
4,1.WT1,Ronde van Vlaanderen,41171,VAN AERT Wout,20730,1,20,Frank
5,1.WT1,Ronde van Vlaanderen,41171,POWLESS Neilson,24902,0.5,18,Harry
6,1.WT1,Ronde van Vlaanderen,41171,KÜNG Stefan,20960,0,16,PB
7,1.WT1,Ronde van Vlaanderen,41171,ASGREEN Kasper,23558,0,14,Nicky
8,1.WT1,Ronde van Vlaanderen,41171,WRIGHT Fred,28446,0,12,Jan
9,1.WT1,Ronde van Vlaanderen,41171,JORGENSON Matteo,28057,0,10,Albert
10,1.WT1,Ronde van Vlaanderen,41171,TRENTIN Matteo,13270,0,8,Nicky
1,2.1s,"Tour of Thailand, Stage 2 : Kanchanaburi - Phra Nakhon Sri Ayutthaya",41198,SUNDERLAND Dylan,23947,0.2,0,niet verkocht
1,1.PS,GP Miguel Indurain,41170,IZAGIRRE INSAUSTI Ion,14321,4,50,Harry
2,1.PS,GP Miguel Indurain,41170,HIGUITA GARCIA Sergio Andres,25026,1,35,Kaspar
3,1.PS,GP Miguel Indurain,41170,SKJELMOSE JENSEN Mattias,30166,0.5,25,Kaspar
4,1.PS,GP Miguel Indurain,41170,KRON Andreas Lorentz,26420,0,20,Paul
5,1.PS,GP Miguel Indurain,41170,ADRIA OLIVERAS Roger,27469,0,18,niet verkocht
6,1.PS,GP Miguel Indurain,41170,ARANBURU DEBA Alexander,23940,0,16,Jan
7,1.PS,GP Miguel Indurain,41170,STRONG Corbin,29492,0,14,PB
8,1.PS,GP Miguel Indurain,41170,GESBERT Elie,22912,0,12,niet verkocht
9,1.PS,GP Miguel Indurain,41170,GALL Felix,26383,0,10,niet verkocht
10,1.PS,GP Miguel Indurain,41170,SCARONI Christian,27002,0,8,niet verkocht
1,1.1,Volta Limburg Classic,41169,GROVES Kaden,26637,2,0,Vel
2,1.1,Volta Limburg Classic,41169,VAN GILS Maxim,28521,0.3,0,niet verkocht
3,1.1,Volta Limburg Classic,41169,EENKHOORN Pascal,24932,0.1,0,Harry
1,2.1s,"Tour of Thailand, Stage 1 : Kanchanaburi - Kanchanaburi (prov.)",41197,BATSAIKHAN Tegshbayar,27699,0.2,0,niet verkocht
1,CC2,Oceania Cycling Championships (Brisbane) R.R.,41190,WALSH Liam,30946,1,0,niet verkocht
2,CC2,Oceania Cycling Championships (Brisbane) R.R.,41190,GILMORE Brady,33579,0.0,0,niet verkocht
3,CC2,Oceania Cycling Championships (Brisbane) R.R.,41190,SEXTON Tom,31893,0.0,0,niet verkocht
4,CC2,Oceania Cycling Championships (Brisbane) R.R.,41190,TREZISE Declan,31910,0.0,0,niet verkocht
5,CC2,Oceania Cycling Championships (Brisbane) R.R.,41190,MCKENZIE Hamish,34714,0.0,0,niet verkocht
6,CC2,Oceania Cycling Championships (Brisbane) R.R.,41190,JACKSON George,31889,0.0,0,niet verkocht
7,CC2,Oceania Cycling Championships (Brisbane) R.R.,41190,VILLANI Jordan,29553,0.0,0,niet verkocht
8,CC2,Oceania Cycling Championships (Brisbane) R.R.,41190,MOREY Drew,25476,0.0,0,niet verkocht
9,CC2,Oceania Cycling Championships (Brisbane) R.R.,41190,HEFFERNAN William,34631,0.0,0,niet verkocht
10,CC2,Oceania Cycling Championships (Brisbane) R.R.,41190,FLEMING Riley,30958,0.0,0,niet verkocht
1,1.1,Route Adélie de Vitré,41068,DVERSNES Fredrik,28553,2,0,niet verkocht
2,1.1,Route Adélie de Vitré,41068,VAUQUELIN Kévin,31264,0.3,0,Albert
3,1.1,Route Adélie de Vitré,41068,BARRE Louis,30055,0.1,0,niet verkocht
1,CCT2,Oceania Cycling Championships (Burbank) I.T.T.,41189,GILMORE Brady,33579,0.5,0,niet verkocht
1,1.WT3,Dwars door Vlaanderen,41067,LAPORTE Christophe,19953,5,50,Kaspar
2,1.WT3,Dwars door Vlaanderen,41067,LAZKANO LOPEZ Oier,30595,2,35,niet verkocht
3,1.WT3,Dwars door Vlaanderen,41067,POWLESS Neilson,24902,1,25,Harry
4,1.WT3,Dwars door Vlaanderen,41067,PHILIPSEN Jasper,26392,0,20,Nicky
5,1.WT3,Dwars door Vlaanderen,41067,PEDERSEN Mads,21992,0,18,Harry
6,1.WT3,Dwars door Vlaanderen,41067,DE LIE Arnaud,32221,0,16,Wijnand
7,1.WT3,Dwars door Vlaanderen,41067,BALLERINI Davide,22020,0,14,Harry
8,1.WT3,Dwars door Vlaanderen,41067,PASQUALON Andrea,10220,0,12,niet verkocht
9,1.WT3,Dwars door Vlaanderen,41067,BOIVIN Guillaume,10856,0,10,niet verkocht
10,1.WT3,Dwars door Vlaanderen,41067,POLITT Nils,20847,0,8,Albert
1,2.WT1,"Volta a Catalunya, General classification",41141,ROGLIC Primoz,20719,10,50,Bram
2,2.WT1,"Volta a Catalunya, General classification",41141,EVENEPOEL Remco,28377,3,35,Roy
3,2.WT1,"Volta a Catalunya, General classification",41141,ALMEIDA Joao Pedro Gonçalves,26482,1,25,Wijnand
4,2.WT1,"Volta a Catalunya, General classification",41141,SOLER GIMENEZ Marc,23299,0.5,20,Vel
5,2.WT1,"Volta a Catalunya, General classification",41141,LANDA MEANA Mikel,14319,0.2,18,Harry
6,2.WT1,"Volta a Catalunya, General classification",41141,WOODS Michael,20257,0,16,Albert
7,2.WT1,"Volta a Catalunya, General classification",41141,CICCONE Giulio,21812,0,14,Nicky
8,2.WT1,"Volta a Catalunya, General classification",41141,HINDLEY Jai,23948,0,12,Kaspar
9,2.WT1,"Volta a Catalunya, General classification",41141,UIJTDEBROEKS Cian,31803,0,10,Vel
10,2.WT1,"Volta a Catalunya, General classification",41141,URAN URAN Rigoberto,4099,0,8,Bram
1,1.WT2,Gent - Wevelgem,41062,LAPORTE Christophe,19953,10,50,Kaspar
2,1.WT2,Gent - Wevelgem,41062,VAN AERT Wout,20730,3,35,Frank
3,1.WT2,Gent - Wevelgem,41062,VANMARCKE Sep,7728,1,25,Jan
