race_id,start_number,rider,cq_rider_id,team,country,team_captain,team_captain_id,price,dropped_out
13191,31,Simon Yates,17893,Team Jayco-AlUla,GBR,Pieter-Bas de Bruijn,PB,13,
13191,37,Lucas Hamilton,25289,Team Jayco-AlUla,AUS,Albert Kraaij,Albert,1,
13191,41,Axel Zingle,31263,Cofidis,FRA,Paul van Doorn,Paul,4,
13191,45,Victor Lafay,26197,Cofidis,FRA,Jan Versluys,Jan,2,
13191,54,Yevgeniy Fedorov,29309,Astana Qazaqstan Team,KAZ,Pieter-Bas de Bruijn,PB,1,
13191,151,Matteo Jorgenson,28057,USA,USA,Albert Kraaij,Albert,1,
45,1,Gonzalo Serrano,22669,Movistar Team,BEL,Arjan Knibbe,Arjan,2,
45,2,Fernando Gaviria,20777,Movistar Team,COL,Albert Kraaij,Albert,3,
45,4,Max Kanter,24961,Movistar Team,GER,Frank Rozemeijer,Frank,2,
45,11,Tom Pidcock,27708,INEOS Grenadiers,GBR,Albert Kraaij,Albert,20,
45,12,Carlos Rodriguez,30836,INEOS Grenadiers,ESP,Roy Smits,Roy,12,
45,13,Luke Rowe,13229,INEOS Grenadiers,GBR,Arjan Knibbe,Arjan,0,
45,14,Connor Swift,26437,INEOS Grenadiers,GBR,Pieter-Bas de Bruijn,PB,1,
45,15,Magnus Sheffield,31598,INEOS Grenadiers,USA,Jan Versluys,Jan,6,
45,16,Ben Turner,27923,INEOS Grenadiers,GBR,Arjan Knibbe,Arjan,1,
45,31,Ethan Vernon,30035,Great Britain,GBR,Arjan Knibbe,Arjan,1,
45,32,Jack Brough,30035,Great Britain,,Arjan Knibbe,Arjan,1,
45,41,Sam Bennett,13362,BORA-hansgrohe,IRL,Pieter-Bas de Bruijn,PB,11,
45,43,Nils Politt,20847,BORA-hansgrohe,GER,Albert Kraaij,Albert,3,
45,44,Matthew Walls,28509,BORA-hansgrohe,GBR,Pieter-Bas de Bruijn,PB,1,
45,45,Ide Schelling,26301,BORA-hansgrohe,NED,Harry Koene,Harry,2,
45,46,Danny van Poppel,19242,BORA-hansgrohe,NED,Jan Versluys,Jan,1,
45,71,Wout van Aert,20730,Jumbo-Visma,BEL,Frank Rozemeijer,Frank,61,
45,72,Edoardo Affini,24794,Jumbo-Visma,ITA,Paul van Doorn,Paul,3,
45,74,Olav Kooij,30643,Jumbo-Visma,NED,Albert Kraaij,Albert,13,
45,102,Patrick Bevin,15791,Team dsm-firmenich,NZL,Jan Versluys,Jan,1,
45,106,Casper van Uden,30636,Team dsm-firmenich,NED,Jan Versluys,Jan,1,
45,154,Tobias Halland Johannessen,31567,Uno-X Pro Cycling Team,NOR,Albert Kraaij,Albert,2,
45,155,Rasmus Tiller,25623,Uno-X Pro Cycling Team,NOR,Pieter-Bas de Bruijn,PB,1,
