2020,12.1,Villafranca de Ordizia,207,1.1,S. Carr,51252
2021,25.07,Villafranca de Ordizia,207,1.1,L. Sánchez,26
2022,25.07,Villafranca de Ordizia,207,1.1,S. Yates,6242
2018,19.06,Halle - Ingooigem,210,1.1,D. van Poppel,7730
2019,26.06,Halle - Ingooigem,210,1.1,D. De Bondt,28169
2018,13.06-17.06,Tour of Slovenia,211,2.1,P. Roglic,18655
2019,19.06-23.06,Tour of Slovenia,211,2.HC,D. Ulissi,794
2021,09.06-13.06,Tour of Slovenia,211,2.Pro,T. Pogacar,45992
2022,15.06-19.06,Tour of Slovenia,211,2.Pro,T. Pogacar,45992
2018,14.06-17.06,Route d'Occitanie,212,2.1,A. Valverde,38
2019,20.06-23.06,Route d'Occitanie,212,2.1,A. Valverde,38
2020,01.08-04.08,Route d'Occitanie,212,2.1,E. Bernal,58275
2021,10.06-13.06,Route d'Occitanie,212,2.1,A. Pedrero,10996
2022,16.06-19.06,Route d'Occitanie,212,2.1,M. Woods,16569
2019,19.06-23.06,ZLM Tour,213,2.1,M. Teunissen,11313
2022,08.06-12.06,ZLM Tour,213,2.Pro,O. Kooij,97547
2018,03.04-06.04,Pays de la Loire Tour,217,2.1,G. Martin,10990
2019,09.04-12.04,Pays de la Loire Tour,217,2.1,A. Gougeard,12800
2022,05.04-08.04,Pays de la Loire Tour,217,2.1,O. Kooij,97547
2023,04.04-07.04,Pays de la Loire Tour,217,2.1,A. Kamp,7572
2018,22.09,Circuit Franco-Belge,231,1.HC,M. Pedersen,16793
2019,5.1,Circuit Franco-Belge,231,1.HC,P. Allegaert,27331
2021,29.09,Circuit Franco-Belge,231,1.Pro,F. Jakobsen,37748
2022,10.08,Circuit Franco-Belge,231,1.Pro,A. Kristoff,406
2018,17.09-23.09,Tour of China II,232,2.1,A. Marque,9030
2019,16.09-22.09,Tour of China II,232,2.1,X. Lyu,91151
2018,07.10-14.10,Tour of Taihu Lake,242,2.1,B. Vallée,9072
2019,09.10-15.10,Tour of Taihu Lake,242,2.1,D. Kennett,25868
2018,25.05-26.05,Tour of Estonia,250,2.1,G. Stepniak,6556
2019,23.05-25.05,Tour of Estonia,250,2.1,M. Räim,10920
2021,28.05-29.05,Tour of Estonia,250,2.1,K. Lauk,37482
2022,26.05-28.05,Tour of Estonia,250,2.1,E. Siskevicius,7755
2018,30.05-03.06,Tour de Korea,255,2.1,S. Tvetcov,7871
2019,12.06-16.06,Tour de Korea,255,2.1,F. Zaccanti,27278
2018,05.07-08.07,Sibiu Cycling Tour,258,2.1,I. Sosa,61639
2019,03.07-07.07,Sibiu Cycling Tour,258,2.1,K. Rivera,56455
2020,23.07-26.07,Sibiu Cycling Tour,258,2.1,G. Mühlberger,16578
2021,03.07-06.07,Sibiu Cycling Tour,258,2.1,G. Aleotti,66495
2022,02.07-05.07,Sibiu Cycling Tour,258,2.1,G. Aleotti,66495
2018,16.08-19.08,Arctic Race of Norway,259,2.HC,S. Chernetskiy,6526
2019,15.08-18.08,Arctic Race of Norway,259,2.HC,A. Lutsenko,6230
2021,05.08-08.08,Arctic Race of Norway,259,2.Pro,B. Hermans,705
2022,11.08-14.08,Arctic Race of Norway,259,2.Pro,A. Leknessund,66973
2018,1.04,La Roue Tourangelle,260,1.1,M. Sarreau,17210
2019,7.04,La Roue Tourangelle,260,1.1,L. Taminiaux,39368
2021,4.04,La Roue Tourangelle,260,1.1,A. Démare,2337
2022,27.03,La Roue Tourangelle,260,1.1,N. Bouhanni,2530
2023,26.03,La Roue Tourangelle,260,1.1,R. Townsend,42868
2018,29.07,Ride London Classic,261,1.UWT,P. Ackermann,9746
2019,4.08,Ride London Classic,261,1.UWT,E. Viviani,1310
2018,15.09,Coppa Agostoni,262,1.1,G. Moscon,28781
2019,14.09,Coppa Agostoni,262,1.1,A. Riabushenko,16587
2021,11.1,Coppa Agostoni,262,1.1,A. Lutsenko,6230
2022,29.09,Coppa Agostoni,262,1.1,S. Bax,37306
2018,4.03,GP Industria & Artigianato,263,1.HC,M. Mohoric,16687
2019,10.03,GP Industria & Artigianato,263,1.HC,M. Schachmann,16643
2021,7.03,GP Industria & Artigianato,263,1.Pro,M. Vansevenant,70034
2022,27.03,GP Industria & Artigianato,263,1.Pro,D. Ulissi,794
2023,26.03,GP Industria & Artigianato,263,1.Pro,B. Healy,76245
2018,29.09-30.09,Tour of Almaty,264,2.1,D. Villella,14126
2019,30.08-31.08,Tour of Almaty,264,2.1,Y. Natarov,37339
2021,13.05,Trofeo Calvia,271,1.1,R. Gibbons,16998
2022,26.01,Trofeo Calvia,271,1.1,B. McNulty,48539
2023,25.01,Trofeo Calvia,271,1.1,R. Costa,114
2021,16.05,Trofeo Alcudia - Port d'Alcudia,273,1.1,A. Greipel,377
2022,27.01,Trofeo Alcudia - Port d'Alcudia,273,1.1,B. Girmay,92666
2023,26.01,Trofeo Alcudia - Port d'Alcudia,273,1.1,M. van den Berg,64658
2018,27.01,Trofeo Andratx,274,1.1,T. Skujins,3930
2019,1.02,Trofeo Andratx,274,1.1,E. Buchmann,9344
2021,15.05,Trofeo Andratx,274,1.1,W. Anacona,6496
2022,29.01,Trofeo Andratx,274,1.1,A. Valverde,38
2023,27.01,Trofeo Andratx,274,1.1,K. Goossens,38818
2018,31.01-04.02,Volta Comunitat Valenciana,319,2.1,A. Valverde,38
2019,06.02-10.02,Volta Comunitat Valenciana,319,2.1,I. Izagirre,2977
2021,14.04-18.04,Volta Comunitat Valenciana,319,2.Pro,S. Küng,16724
2022,02.02-06.02,Volta Comunitat Valenciana,319,2.Pro,A. Vlasov,37281
2023,01.02-05.02,Volta Comunitat Valenciana,319,2.Pro,R. Costa,114
2018,20.05-27.05,Tour of Japan,341,2.1,M. Garcia,2182
2019,19.05-26.05,Tour of Japan,341,2.1,C. Harper,39009
2018,31.05-03.06,Boucles de la Mayenne,343,2.1,M. van der Poel,16672
2019,06.06-09.06,Boucles de la Mayenne,343,2.1,T. Ferasse,29100
2021,27.05-30.05,Boucles de la Mayenne,343,2.Pro,A. Démare,2337
2022,26.05-29.05,Boucles de la Mayenne,343,2.Pro,B. Thomas,43007
2018,13.07,CC Europe ITT-U23,347,CCUT,E. Affini,27097
2019,8.08,CC Europe ITT-U23,347,CCUT,J. Price-Pejtersen,69317
2020,24.08,CC Europe ITT-U23,347,CCUT,A. Leknessund,66973
2021,9.09,CC Europe ITT-U23,347,CCUT,J. Price-Pejtersen,69317
2022,7.07,CC Europe ITT-U23,347,CCUT,A. Segaert,139003
2018,15.07,CC Europe RR-U23,348,CCU,M. Hirschi,46163
2019,10.08,CC Europe RR-U23,348,CCU,A. Dainese,71333
2020,27.08,CC Europe RR-U23,348,CCU,J. Hvideberg,67824
2021,11.09,CC Europe RR-U23,348,CCU,T. Nys,120686
2022,10.07,CC Europe RR-U23,348,CCU,F. Engelhardt,77500
2018,2.06,Heistse Pijl,349,1.1,E. Liepins,8813
2019,22.06,Heistse Pijl,349,1.1,A. Hodeg,41293
2021,31.07,Heistse Pijl,349,1.1,P. Eenkhoorn,37308
2022,4.06,Heistse Pijl,349,1.1,A. De Lie,113439
2018,25.03,CC Oceania RR,357,CCRR,C. Harper,39009
2019,17.03,CC Oceania RR,357,CCRR,B. Dyball,4776
2022,10.04,CC Oceania RR,357,CCRR,J. Fouche,56273
2023,1.04,CC Oceania RR,357,CCRR,L. Walsh,90919
2018,23.03,CC Oceania ITT,358,CCTT,H. Bond,72966
2019,15.03,CC Oceania ITT,358,CCTT,B. Dyball,4776
2022,9.04,CC Oceania ITT,358,CCTT,A. Gate,17940
2023,30.03,CC Oceania ITT,358,CCTT,T. Sexton,59418
2018,23.03,CC Oceania ITT-U23,360,CCUT,J. Marryatt,41198
2019,15.03,CC Oceania ITT-U23,360,CCUT,L. Magennis,41190
2022,9.04,CC Oceania ITT-U23,360,CCUT,L. Currie,120452
2023,30.03,CC Oceania ITT-U23,360,CCUT,B. Gilmore,167283
2018,10.02,CC Asia ITT,361,CCTT,K. Cheung,6573
2019,25.04,CC Asia ITT,361,CCTT,D. Fominykh,6234
2022,27.03,CC Asia ITT,361,CCTT,Y. Fedorov,75603
2018,11.02,CC Asia RR-U23,362,CCU,M. Yamamoto,27263
2019,26.04,CC Asia RR-U23,362,CCU,M. Ganjkhanlou,41146
2022,28.03,CC Asia RR-U23,362,CCU,G. Brussenskiy,82115
2018,12.02,CC Asia RR,363,CCRR,Y. Mirza,22663
2019,28.04,CC Asia RR,363,CCRR,Y. Gidich,27257
2022,29.03,CC Asia RR,363,CCRR,I. Chzhan,66986
2018,9.02,CC Asia ITT-U23,364,CCUT,H. Shi,74900
2019,24.04,CC Asia ITT-U23,364,CCUT,Y. Fedorov,75603
2022,26.03,CC Asia ITT-U23,364,CCUT,A. Madan,115016
2018,6.05,CC Pan-America RR,365,CCRR,S. Molano,34624
2019,5.05,CC Pan-America RR,365,CCRR,J. Cepeda,41295
2021,15.08,CC Pan-America RR,365,CCRR,N. Soto,38229
2022,15.05,CC Pan-America RR,365,CCRR,E. Contreras,31291
2023,23.04,CC Pan-America RR,365,CCRR,P. Côté,37419
2018,5.05,CC Pan-America RR-U23,366,CCU,F. Vivas,44014
2019,4.05,CC Pan-America RR-U23,366,CCU,S. Montenegro,68872
2021,14.08,CC Pan-America RR-U23,366,CCU,H. Gutierrez,157977
2022,14.05,CC Pan-America RR-U23,366,CCU,N. Gomez,81832
2023,22.04,CC Pan-America RR-U23,366,CCU,V. Rojas Naranjo,185119
2018,3.05,CC Pan-America ITT,367,CCTT,W. Vargas,34760
2019,1.05,CC Pan-America ITT,367,CCTT,B. Rivera,59918
2021,13.08,CC Pan-America ITT,367,CCTT,W. Vargas,34760
2022,12.05,CC Pan-America ITT,367,CCTT,R. Contreras,29855
2023,19.04,CC Pan-America ITT,367,CCTT,W. Vargas,34760
2018,3.05,CC Pan-America ITT-U23,368,CCUT,D. Ferreyra,41233
2019,1.05,CC Pan-America ITT-U23,368,CCUT,D. Ferreyra,41233
2021,13.08,CC Pan-America ITT-U23,368,CCUT,H. Quintana,116513
2022,12.05,CC Pan-America ITT-U23,368,CCUT,J. Barboza,112494
2023,19.04,CC Pan-America ITT-U23,368,CCUT,H. Quintana,116513
2018,15.02,CC Africa ITT,369,CCTT,M. Debesay,14933
2019,17.03,CC Africa ITT,369,CCTT,S. de Bod,44341
2021,3.03,CC Africa ITT,369,CCTT,R. Gibbons,16998
2022,24.03,CC Africa ITT,369,CCTT,G. Basson,37282
2023,9.02,CC Africa ITT,369,CCTT,C. Kagimu,54962
2018,18.02,CC Africa RR,370,CCRR,A. Gebreigzabhier,32493
2019,19.03,CC Africa RR,370,CCRR,M. Debesay,14933
2021,6.03,CC Africa RR,370,CCRR,R. Gibbons,16998
2022,27.03,CC Africa RR,370,CCRR,H. Mulubrhan,71607
2023,13.02,CC Africa RR,370,CCRR,H. Mulubrhan,71607
2018,12.09-16.09,Okolo Slovenska,380,2.1,J. Alaphilippe,12474
2019,18.09-21.09,Okolo Slovenska,380,2.1,Y. Lampaert,10971
2020,16.09-19.09,Okolo Slovenska,380,2.1,J. Steimle,47830
2021,15.09-19.09,Okolo Slovenska,380,2.1,P. Sagan,784
2022,13.09-17.09,Okolo Slovenska,380,2.1,J. Cerný,10103
2023,22.01,Clàssica Comunitat Valenciana 1969,411,1.1,A. De Lie,113439
2018,11.05-13.05,Vuelta a Aragón,414,2.1,J. Roson,25659
2019,17.05-19.05,Vuelta a Aragón,414,2.1,E. Prades,11520
2018,15.06,Dwars door het Hageland,425,1.1,K. Neilands,16660
2019,21.06,Dwars door het Hageland,425,1.1,K. Vanbilsen,4927
2020,15.08,Dwars door het Hageland,425,1.Pro,J. Rickaert,20832
2021,5.06,Dwars door het Hageland,425,1.Pro,R. Tiller,37303
2022,11.06,Dwars door het Hageland,425,1.Pro,O. Riesebeek,4779
2018,23.09,World Championship TTT,426,WCTT,K. Asgreen,27121
2018,25.02,La Drome Classic,432,1.1,L. Calmejane,22268
2019,3.03,La Drome Classic,432,1.1,A. Vuillermoz,14716
2021,28.02,La Drome Classic,432,1.Pro,A. Bagioli,65240
2022,27.02,La Drome Classic,432,1.Pro,J. Vingegaard,38195
2023,26.02,La Drome Classic,432,1.Pro,A. Perez,16566
2018,06.02-10.02,Dubai Tour,433,2.HC,E. Viviani,1310
2018,30.09-05.10,Tour of Iran,434,2.1,D. Sokolov,4692
2019,02.10-06.10,Tour of Iran,434,2.1,S. Novikov,61838
2022,29.09-03.10,Tour of Iran,434,2.1,G. Marchand,15631
2018,10.06,Ronde van Limburg,437,1.1,M. van der Poel,16672
2019,10.06,Ronde van Limburg,437,1.1,E. Grosu,14778
2021,24.05,Ronde van Limburg,437,1.1,T. Merlier,8377
2022,6.06,Ronde van Limburg,437,1.1,A. De Lie,113439
2018,23.09,Gooikse Pijl,444,1.1,J. Meeus,45364
2019,22.09,Gooikse Pijl,444,1.1,P. Ackermann,9746
2020,20.09,Gooikse Pijl,444,1.1,D. van Poppel,7730
2021,19.09,Gooikse Pijl,444,1.1,F. Jakobsen,37748
2022,18.09,Gooikse Pijl,444,1.1,G. Thijssen,47124
2019,24.02-03.03,Tour of Rwanda,450,2.1,M. Kudus,18117
2021,02.05-09.05,Tour of Rwanda,450,2.1,C. Rodriguez,16947
2022,20.02-27.02,Tour of Rwanda,450,2.1,N. Tesfazion,91583
2023,19.02-26.02,Tour of Rwanda,450,2.1,H. Mulubrhan,71607
2018,24.01-27.01,Tour of Sharjah,460,2.1,J. Moreno,2118
2018,14.02,CC Africa TTT,462,CCTT,S. Musie,71608
2019,15.03,CC Africa TTT,462,CCTT,M. Debesay,14933
2021,2.03,CC Africa TTT,462,CCTT,R. Gibbons,16998
2022,23.03,CC Africa TTT,462,CCTT,D. Yemane,77955
2023,8.02,CC Africa TTT,462,CCTT,H. Mansouri,62831
2018,28.05,Winston Cycling Classic,486,1.1,S. Bassetti,21840
2018,01.04-06.04,Tour of Thailand,507,2.1,B. Dyball,4776
2019,01.04-06.04,Tour of Thailand,507,2.1,R. Cavanagh,27136
2020,06.10-11.10,Tour of Thailand,507,2.1,N. Holler,9347
2022,01.04-06.04,Tour of Thailand,507,2.1,A. Banaszek,37464
2023,01.04-06.04,Tour of Thailand,507,2.1,T. Batsaikhan,44411
2022,27.04-01.05,Tour of Hellas,513,2.1,A. Gate,17940
2019,30.05,Circuit de Wallonie,537,1.1,T. Boudat,16796
2021,13.05,Circuit de Wallonie,537,1.1,C. Laporte,14737
2022,26.05,Circuit de Wallonie,537,1.1,A. Pasqualon,3147
2023,4.03,GP Criquielion,539,1.1,S. Welsford,44003
2019,11.09-15.09,Turul Romaniei,549,2.1,A. Molenaar,64761
2021,31.08-05.09,Turul Romaniei,549,2.1,J. Kaczmarek,18181
2022,06.09-11.09,Turul Romaniei,549,2.1,M. Stewart,33370
2018,14.04,Commonwealth Games RR,590,CCRR,S. von Hoff,7900
2022,7.08,Commonwealth Games RR,590,RCRR,A. Gate,17940
2018,10.04,Commonwealth Games ITT,591,CCTT,C. Meyer,767
2022,4.08,Commonwealth Games ITT,591,RCTT,R. Dennis,2322
2019,24.08,All-Africa Games TTT,636,CCTT,J. Julius,14460
2019,29.08,All-Africa Games RR,640,CCRR,Y. Reguigui,6584
2019,26.08,All-Africa Games ITT,641,CCTT,R. Gibbons,16998
2018,01.06-03.06,Szlakiem Hubala,667,2.1,M. Taciak,3195
2019,31.05-02.06,Szlakiem Hubala,667,2.1,M. Paterski,783
2018,24.08,Asian Games ITT,673,CCTT,A. Lutsenko,6230
2018,23.08,Asian Games RR,674,CCRR,A. Lutsenko,6230
2018,30.06,Mediterranean Games ITT,699,CCTT,E. Affini,27097
2018,27.06,Mediterranean Games RR,700,CCRR,J. Duranti,26525
2018,16.06,Fyen Rundt,736,1.1,M. Pedersen,16793
2019,10.08,Pan-American Games RR,764,CCRR,M. Richeze,624
2018,14.08-19.08,Tour de Hongrie,765,2.1,M. Belletti,1864
2019,11.06-16.06,Tour de Hongrie,765,2.1,K. Neilands,16660
2020,29.08-02.09,Tour de Hongrie,765,2.1,A. Valter,69890
2021,12.05-16.05,Tour de Hongrie,765,2.1,D. Howson,6410
2022,11.05-15.05,Tour de Hongrie,765,2.1,E. Dunbar,27283
2018,17.04-22.04,CRO Race,773,2.HC,K. Sivtsov,397
2019,01.10-06.10,CRO Race,773,2.1,A. Yates,20147
2021,28.09-03.10,CRO Race,773,2.1,S. Williams,37376
2022,27.09-02.10,CRO Race,773,2.1,M. Mohoric,16687
2022,01.02-05.02,Saudi Tour,868,2.1,M. Van Gils,70377
2023,30.01-03.02,Saudi Tour,868,2.1,R. Guerreiro,16992
2018,03.05-06.05,Tour de Yorkshire,942,2.1,G. Van Avermaet,150
2019,02.05-05.05,Tour de Yorkshire,942,2.HC,C. Lawless,16783
2018,17.06,GP Horsens-Demin Cup,947,1.1,H. Dahl,13788
2018,24.06,Paris-Chauny,949,1.1,R. Sinkeldam,4589
2019,29.09,Paris-Chauny,949,1.1,A. Turgis,16637
2020,27.09,Paris-Chauny,949,1.1,N. Bouhanni,2530
2021,26.09,Paris-Chauny,949,1.1,J. Philipsen,45363
2022,25.09,Paris-Chauny,949,1.1,S. Consonni,20454
2018,20.07,Central AC Games ITT,1026,CCTT,R. Contreras,29855
2018,29.07,Central AC Games RR,1027,CCRR,N. Soto,38229
2018,25.08,Omloop Mandel,1144,1.1,W. Wippert,6107
2019,31.08,Omloop Mandel,1144,1.1,N. Bonifazio,16823
2018,28.01,Cadel Road Race,1172,1.UWT,J. McCarthy,4778
2019,27.01,Cadel Road Race,1172,1.UWT,E. Viviani,1310
2023,29.01,Cadel Road Race,1172,1.UWT,M. Mayrhofer,77148
2019,25.06,European Games ITT,1278,CCTT,V. Kiryienka,402
2019,23.06,European Games,1279,CCRR,D. Ballerini,26504
2021,4.09,Tour du Jura,1285,1.1,B. Cosnefroy,34011
2022,16.04,Tour du Jura,1285,1.1,B. O'Connor,42186
2023,15.04,Tour du Jura,1285,1.1,K. Vauquelin,99667
2018,7.07,GP Jean-Pierre Monseré,2729,1.1,A. Looij,31210
2021,7.03,GP Jean-Pierre Monseré,2729,1.1,T. Merlier,8377
2022,6.03,GP Jean-Pierre Monseré,2729,1.1,A. De Lie,113439
2023,5.03,GP Jean-Pierre Monseré,2729,1.1,G. Thijssen,47124
2019,4.05,Etoile d'Or,2896,1.NC,A. Konychev,39286
2021,19.07-20.07,Etoile d'Or,2896,2.NC,F. Maciejuk,65580
2018,11.08,KOGA Slag om Norg,3239,1.1,J. Van Schip,21908
2019,11.08,KOGA Slag om Norg,3239,1.1,C. Vermeltfoort,862
2018,21.02-25.02,Abu Dhabi Tour,3827,2.UWT,A. Valverde,38
2018,20.05,Grote Prijs Marcel Kint,3838,1.1,N. Bouhanni,2530
2019,26.05,Grote Prijs Marcel Kint,3838,1.1,B. Coquard,16752
2021,20.08,Grote Prijs Marcel Kint,3838,1.1,A. Hodeg,41293
2022,29.05,Grote Prijs Marcel Kint,3838,1.1,A. De Lie,113439
2018,25.03,Gent - Wevelgem,3999,1.NC,Z. Jerman,46188
2019,31.03,Gent - Wevelgem,3999,1.NC,J. Rutsch,46161
2022,27.03,Gent - Wevelgem,3999,1.NC,S. Watson,93345
2018,13.04-15.04,GP Beiras e Serra da Estrela,4008,2.1,D. Strakhov,16685
2019,12.04-14.04,GP Beiras e Serra da Estrela,4008,2.1,E. Avila,9023
2018,12.08,CC Europe RR,4019,CCRR,M. Trentin,3933
2019,11.08,CC Europe RR,4019,CCRR,E. Viviani,1310
2020,26.08,CC Europe RR,4019,CCRR,G. Nizzolo,2982
2021,12.09,CC Europe RR,4019,CCRR,S. Colbrelli,2338
2022,14.08,CC Europe RR,4019,CCRR,F. Jakobsen,37748
2018,8.08,CC Europe ITT,4020,CCTT,V. Campenaerts,19274
2019,8.08,CC Europe ITT,4020,CCTT,R. Evenepoel,84019
2020,24.08,CC Europe ITT,4020,CCTT,S. Küng,16724
2021,9.09,CC Europe ITT,4020,CCTT,S. Küng,16724
2022,17.08,CC Europe ITT,4020,CCTT,S. Bissegger,46157
2018,19.09,Giro della Toscana,4025,1.1,G. Moscon,28781
2019,18.09,Giro della Toscana,4025,1.1,G. Visconti,486
2020,16.09,Giro della Toscana,4025,1.1,F. Gaviria,18575
2021,15.09,Giro della Toscana,4025,1.1,M. Valgren,6309
2022,14.09,Giro della Toscana,4025,1.1,M. Hirschi,46163
2018,1.08,World Military Games - ITT,4202,NE,F. Groß,49917
2018,08.02-11.02,Tour de Provence,4396,2.1,A. Geniez,948
2019,14.02-17.02,Tour de Provence,4396,2.1,G. Izagirre,872
2021,11.02-14.02,Tour de Provence,4396,2.Pro,I. Sosa,61639
2022,10.02-13.02,Tour de Provence,4396,2.Pro,N. Quintana,2276
2018,21.01-28.01,Vuelta a San Juan,5247,2.1,G. Najar,20000
2019,27.01-03.02,Vuelta a San Juan,5247,2.1,W. Anacona,6496
2023,22.01-29.01,Vuelta a San Juan,5247,2.Pro,M. López,35077
2019,07.06-09.06,Tour of Bihor - Bellotto,6152,2.1,D. Muñoz,46841
2018,16.08-19.08,Colorado Classic,7019,2.HC,G. Mannion,3360
2018,16.10-21.10,Gree - Tour of Guangxi,7591,2.UWT,G. Moscon,28781
2019,17.10-22.10,Gree - Tour of Guangxi,7591,2.UWT,E. Mas,1527
2018,8.02,CC Asia TTT,7595,CCTT,Y. Arashiro,163
2019,23.04,CC Asia TTT,7595,CCTT,Y. Gidich,27257
2022,25.03,CC Asia TTT,7595,CCTT,Y. Natarov,37339
2018,01.06-03.06,Hammer Limburg,7658,2.1,K. Asgreen,27121
2019,07.06-09.06,Hammer Limburg,7658,2.1,D. Devenyns,752
2018,27.09,Famenne Ardenne Classic,7660,1.1,G. Boivin,1937
2019,6.1,Famenne Ardenne Classic,7660,1.1,D. Claeys,2146
2022,2.1,Famenne Ardenne Classic,7660,1.1,A. Zingle,72919
2018,25.01-28.01,Tour of Indonesia,8466,2.1,A. Phounsavath,31440
2019,19.08-23.08,Tour of Indonesia,8466,2.1,T. Lebas,8476
2018,31.01-04.02,Tour de l'Espoir,8468,2.NC,J. Areruya,55572
2019,04.02-09.02,Tour de l'Espoir,8468,2.NC,Y. Debesay,91582
2022,10.02-13.02,Tour of Antalya,8472,2.1,J. Hindsgaul Madsen,75478
2018,25.05-27.05,Hammer Stavanger,8504,2.1,M. Albasini,91
2019,24.05-26.05,Hammer Stavanger,8504,2.1,A. Jansen,16674
2018,17.06,Elfstedenronde,8515,1.1,A. Blythe,744
2019,23.06,Elfstedenronde,8515,1.1,T. Merlier,8377
2021,6.06,Elfstedenronde,8515,1.1,T. Merlier,8377
2022,12.06,Elfstedenronde,8515,1.1,F. Jakobsen,37748
2018,20.06-24.06,Adriatica Ionica Race,8516,2.1,I. Sosa,61639
2019,25.07-28.07,Adriatica Ionica Race,8516,2.1,M. Padun,27043
2021,15.06-17.06,Adriatica Ionica Race,8516,2.1,L. Fortunato,27271
2022,04.06-08.06,Adriatica Ionica Race,8516,2.1,F. Zana,66439
2018,06.02-11.02,Tour Colombia,8519,2.1,E. Bernal,58275
2019,12.02-17.02,Tour Colombia,8519,2.1,M. López,35077
2018,24.08,Great War Remembrance,8520,1.1,M. Räim,10920
2022,24.06,Juegos Bolivarianos ITT,8807,CCTT,W. Vargas,34760
2022,26.06,Juegos Bolivarianos RR,8808,CCRR,A. Reyes,34755
2018,28.04-29.04,Belgrade Banjaluka,9018,2.1,G. Katrasnik,16813
2019,18.04-21.04,Belgrade Banjaluka,9018,2.1,P. Franczak,11010
2020,04.09-07.09,Belgrade Banjaluka,9018,2.1,J. Kaczmarek,18181
2021,22.04-25.04,Belgrade Banjaluka,9018,2.1,M. Räim,10920
2022,13.04-17.04,Belgrade Banjaluka,9018,2.1,J. Kaczmarek,18181
2018,27.05,Juegos Suramericanos ITT,9669,CCTT,R. Contreras,29855
2018,3.06,Juegos Suramericanos RR,9736,CCRR,J. Cepeda,41295
2019,24.02-02.03,UAE Tour,9800,2.UWT,P. Roglic,18655
2021,21.02-27.02,UAE Tour,9800,2.UWT,T. Pogacar,45992
2022,20.02-26.02,UAE Tour,9800,2.UWT,T. Pogacar,45992
2023,20.02-26.02,UAE Tour,9800,2.UWT,R. Evenepoel,84019
2018,4.08,World University Champs,10157,CCRR,A. van Engelen,33469
2018,2.09,Antwerp Port Epic,10204,1.1,G. Van Keirsbulck,3051
2019,8.09,Antwerp Port Epic,10204,1.1,A. De Gendt,16581
2020,13.09,Antwerp Port Epic,10204,1.1,G. Vermeersch,7964
2021,12.09,Antwerp Port Epic,10204,1.1,M. van der Poel,16672
2022,22.05,Antwerp Port Epic,10204,1.1,F. Vermeersch,69912
2018,14.1,Hammer Hong Kong,10228,1.1,S. Bewley,704
2019,17.06,Mont Ventoux Dénivelé Challenge,10459,1.1,J. Herrada,2325
2020,6.08,Mont Ventoux Dénivelé Challenge,10459,1.1,A. Vlasov,37281
2021,8.06,Mont Ventoux Dénivelé Challenge,10459,1.1,M. López,35077
2022,14.06,Mont Ventoux Dénivelé Challenge,10459,1.1,R. Guerreiro,16992
2018,13.1,Campeonato del Caribe ITT,10514,CCTT,A. Sanchez Beriguette,22476
2018,14.1,Campeonato del Caribe RR,10515,CCRR,M. Stanislas,61642
2019,01.06-02.06,Orlen Nations Grand Prix,10674,2.NC,N. Prodhomme,39481
2020,12.09-13.09,Orlen Nations Grand Prix,10674,2.NC,O. Kooij,97547
2021,29.05-30.05,Orlen Nations Grand Prix,10674,2.NC,M. van den Berg,64658
2022,09.09-10.09,Orlen Nations Grand Prix,10674,2.NC,M. Nørtoft,121926
2019,03.04-06.04,Giro di Sicilia,11248,2.1,B. McNulty,48539
2021,28.09-01.10,Giro di Sicilia,11248,2.1,V. Nibali,133
2022,12.04-15.04,Giro di Sicilia,11248,2.1,D. Caruso,1006
2023,11.04-14.04,Giro di Sicilia,11248,2.1,A. Lutsenko,6230
2019,15.10-19.10,Tour of Peninsula,11847,2.1,M. Garcia,2182
2019,7.08,CC Europe Mixed Relay,12532,CCTT,F. Mackaij,89827
2020,28.08,CC Europe Mixed Relay,12532,CCTT,L. Brennauer,89536
2021,8.09,CC Europe Mixed Relay,12532,CCTT,M. Sobrero,40783
2019,22.09,World Championship Mixed Relay,12533,WCTT,L. Brand,89823
2021,22.09,World Championship Mixed Relay,12533,WCTT,L. Brennauer,89536
2022,21.09,World Championship Mixed Relay,12533,WCTT,M. Schmid,69502
2021,24.05,Mercan Tour Classic Alpes-Maritimes,13188,1.1,G. Martin,10990
2022,31.05,Mercan Tour Classic Alpes-Maritimes,13188,1.1,J. Fuglsang,264
2022,4.09,Maryland Cycling Classic,13191,1.Pro,S. Vanmarcke,1581
2020,3.08,Gran Trittico Lombardo,13875,1.Pro,G. Izagirre,872
2018,31.05-03.06,Course de la Paix,14005,2.NC,T. Pogacar,45992
2019,06.06-09.06,Course de la Paix,14005,2.NC,A. Leknessund,66973
2021,03.06-06.06,Course de la Paix,14005,2.NC,F. Zana,66439
2022,02.06-05.06,Course de la Paix,14005,2.NC,L. Van Eetvelt,94804
2020,27.09-05.10,Volta a Portugal Edição Especial,14543,2.1,A. Antunes,8551
2021,21.03,Per Sempre Alfredo,15066,1.1,M. Moschetti,37719
2022,20.03,Per Sempre Alfredo,15066,1.1,M. Hirschi,46163
2023,19.03,Per Sempre Alfredo,15066,1.1,F. Engelhardt,77500
2021,14.07-18.07,Settimana Ciclistica Italiana,15074,2.1,D. Ulissi,794
2021,3.09,Classic Grand Besançon Doubs,15075,1.1,B. Girmay,92666
2022,15.04,Classic Grand Besançon Doubs,15075,1.1,J. Herrada,2325
2023,14.04,Classic Grand Besançon Doubs,15075,1.1,V. Lafay,38937
